cycle,exp_prices,exp_qtities,cycle2,acc_prices,acc_qtities
983,103.26,4,983,103.26,4
984,,,984,,
985,,,985,,
986,,,986,,
987,,,987,,
988,99.78,1,988,99.78,1
989,,,989,,
990,,,990,,
991,,,991,99.78,4
992,99.78,4,992,,
993,,,993,,
994,,,994,,
995,96.99,4,995,96.99,4
996,96.99|99.78|100.14,1|53|6,996,96.99|99.78|100.14,1|53|6
997,,,997,,
998,,,998,,
999,,,999,,
1000,,,1000,,
1001,,,1001,,
1002,,,1002,,
1003,,,1003,,
1004,,,1004,,
1005,,,1005,,
1006,,,1006,,
1007,,,1007,,
1008,,,1008,,
1009,85.84,10,1009,85.84,10
1010,85.84,6,1010,85.84,6
1011,,,1011,,
1012,85.84,54,1012,85.84,54
1013,,,1013,,
1014,85.84,18,1014,85.84,18
1015,,,1015,,
1016,99.04,7,1016,99.04,7
1017,,,1017,,
1018,,,1018,,
1019,,,1019,,
1020,,,1020,,
1021,,,1021,,
1022,,,1022,,
1023,92.82,6,1023,92.82,6
1024,,,1024,,
1025,,,1025,,
1026,,,1026,,
1027,77.26|84.68,29|12,1027,77.26|84.68,29|12
1028,,,1028,,
1029,,,1029,84.68,3
1030,84.68,3,1030,,
1031,,,1031,,
1032,84.68,5,1032,84.68,5
1033,84.68,32,1033,84.68,32
1034,84.68|91.46|92.25|92.82|97.22,1|1|3|1|5,1034,84.68|91.46|92.25|92.82|97.22,1|1|3|1|5
1035,,,1035,,
1036,97.22|98.82|99.04|99.58,7|26|3|13,1036,97.22|98.82|99.04|99.58,7|26|3|13
1037,,,1037,,
1038,,,1038,,
1039,,,1039,,
1040,,,1040,,
1041,,,1041,102.7,1
1042,102.7,1,1042,,
1043,,,1043,,
1044,,,1044,,
1045,,,1045,96.25|98.04,6|20
1046,96.25|98.04,6|20,1046,,
1047,,,1047,100.98|102.71,44|6
1048,100.98|102.71,44|6,1048,,
1049,,,1049,,
1050,,,1050,,
1051,,,1051,,
1052,,,1052,,
1053,,,1053,,
1054,,,1054,,
1055,,,1055,97.48,4
1056,97.48,4,1056,,
1057,,,1057,,
1058,,,1058,97.48|103.37|103.48,4|10|40
1059,97.48|103.26|103.37|103.48,4|2|10|38,1059,103.48|103.49|103.54|103.69|103.75,25|49|2|3|12
1060,103.48|103.49|103.54|103.69|103.75,27|49|2|3|10,1060,,
1061,,,1061,,
1062,,,1062,,
1063,,,1063,,
1064,,,1064,79.82|93.31|96.36|103.75,25|32|23|10
1065,79.82|93.31|96.36|103.75,25|32|23|10,1065,,
1066,,,1066,,
1067,,,1067,97.07,19
1068,97.07,19,1068,,
1069,,,1069,,
1070,,,1070,97.07|101.77,4|26
1071,97.07|101.77,4|26,1071,,
1072,,,1072,101.77,10
1073,101.77,10,1073,,
1074,,,1074,,
1075,,,1075,,
1076,,,1076,,
1077,,,1077,96.92|99.11|99.57|100.87,2|4|1|2
1078,96.92|99.11|99.57|100.87,2|4|1|2,1078,,
1079,,,1079,,
1080,,,1080,100.87,4
1081,100.87,4,1081,100.87|101.77|103.75,1|36|28
1082,100.87|101.77|103.75,1|36|28,1082,103.75,10
1083,103.75,10,1083,,
1084,,,1084,,
1085,,,1085,,
1086,,,1086,78.35|94.33,64|14
1087,78.35|94.33,64|19,1087,94.33,4
1088,94.33|103.75|104.02,51|19|8,1088,94.33,1
1089,,,1089,,
1090,,,1090,,
1091,,,1091,94.33,2
1092,,,1092,94.33|97.34,49|7
1093,97.34,2,1093,,
1094,97.34,5,1094,,
1095,,,1095,103.75,10
1096,,,1096,,
1097,104.02,10,1097,99.31,7
1098,,,1098,,
1099,,,1099,,
1100,99.31|100.82,7|19,1100,,
1101,,,1101,,
1102,,,1102,,
1103,,,1103,96.58,19
1104,,,1104,,
1105,,,1105,96.58,21
1106,96.58,19,1106,96.58,28
1107,,,1107,,
1108,96.58,21,1108,,
1109,96.58,28,1109,,
1110,,,1110,,
1111,,,1111,92.82,6
1112,,,1112,,
1113,,,1113,,
1114,92.82,6,1114,,
1115,,,1115,92.82|96.58|97.88,4|31|26
1116,,,1116,,
1117,,,1117,,
1118,92.82|96.58|97.88,4|31|26,1118,,
1119,,,1119,,
1120,87.08,68,1120,97.88|99.96,48|39
1121,,,1121,,
1122,87.08,9,1122,99.96,24
1123,87.08|97.88|99.96,3|48|36,1123,99.96,8
1124,,,1124,99.96,12
1125,99.96,24,1125,,
1126,99.96,8,1126,,
1127,99.96,12,1127,99.96|100.82,15|58
1128,,,1128,,
1129,,,1129,,
1130,99.96|100.82,18|55,1130,,
1131,,,1131,,
1132,,,1132,97.68,6
1133,,,1133,97.68,4
1134,,,1134,,
1135,97.68,6,1135,,
1136,97.68,4,1136,93.42|100.82,66|32
1137,,,1137,,
1138,,,1138,,
1139,93.42|100.82,66|20,1139,89.22,63
1140,,,1140,,
1141,,,1141,,
1142,89.22,63,1142,89.22,10
1143,,,1143,89.22|100.82,26|2
1144,,,1144,,
1145,89.22,10,1145,,
1146,89.22|101.09|102.4,26|1|1,1146,98.02|100.82|101.09|101.81,2|2|1|14
1147,,,1147,101.81,56
1148,,,1148,,
1149,98.02|101.81,2|17,1149,,
1150,101.81,53,1150,102.4,4
1151,,,1151,,
1152,75.31,3,1152,,
1153,75.31,4,1153,90.94,6
1154,,,1154,90.94,88
1155,,,1155,,
1156,75.31|90.94,5|1,1156,,
1157,90.94,93,1157,100.4,4
1158,,,1158,,
1159,,,1159,,
1160,100.4,4,1160,,
1161,,,1161,,
1162,,,1162,,
1163,,,1163,,
1164,,,1164,,
1165,,,1165,,
1166,,,1166,,
1167,,,1167,,
1168,,,1168,,
1169,,,1169,,
1170,,,1170,89.9|90.65,5|8
1171,,,1171,,
1172,,,1172,,
1173,89.9|90.65,5|8,1173,90.65,2
1174,,,1174,,
1175,,,1175,,
1176,90.65,2,1176,90.65,3
1177,,,1177,,
1178,,,1178,90.65,61
1179,90.65,3,1179,90.65|91.21|94.98|98.44,14|3|5|75
1180,,,1180,,
1181,90.65,61,1181,,
1182,90.65|91.21|94.98|98.44,14|3|5|75,1182,98.44|99.69|100.12|100.4|100.74|102.17,21|9|6|17|2|1
1183,,,1183,,
1184,,,1184,,
1185,98.44|99.69|100.12|100.4|100.74|102.17,21|9|6|17|2|1,1185,,
1186,,,1186,,
1187,,,1187,,
1188,,,1188,,
1189,,,1189,90,41
1190,,,1190,97.5,19
1191,,,1191,97.5,7
1192,90,41,1192,,
1193,97.5,19,1193,,
1194,97.5,7,1194,,
1195,,,1195,97.5,6
1196,,,1196,,
1197,,,1197,97.5,10
1198,97.5,6,1198,,
1199,,,1199,,
1200,97.5,10,1200,,
1201,,,1201,96.64|97.5,5|2
1202,,,1202,,
1203,,,1203,90.99,4
1204,96.64|97.5,5|2,1204,,
1205,,,1205,,
1206,90.99,4,1206,90.99|97.5,6|30
1207,,,1207,97.5,6
1208,,,1208,,
1209,90.99|97.5,6|30,1209,97.5,2
1210,97.5,6,1210,,
1211,,,1211,97.5,1
1212,97.5,2,1212,,
1213,,,1213,97.5|98.01|100.19|100.6,16|1|4|4
1214,97.5,1,1214,,
1215,,,1215,82.7|100.6,5|5
1216,97.5|98.01|100.19|100.6,16|1|4|4,1216,101.27,4
1217,,,1217,,
1218,82.7|100.6,5|5,1218,,
1219,101.27,4,1219,,
1220,,,1220,,
1221,,,1221,,
1222,,,1222,,
1223,,,1223,,
1224,,,1224,,
1225,,,1225,,
1226,,,1226,88.13|94.88,6|1
1227,,,1227,94.88|97.82,43|2
1228,,,1228,,
1229,88.13|94.88,6|1,1229,97.82,7
1230,94.88|97.82,43|2,1230,97.82,5
1231,,,1231,,
1232,97.82,7,1232,85.35,10
1233,97.82,5,1233,,
1234,,,1234,89.87,1
1235,85.35,10,1235,,
1236,,,1236,89.87,29
1237,89.87,1,1237,,
1238,,,1238,90.9|97.82,2|23
1239,89.87,29,1239,,
1240,,,1240,,
1241,90.9|97.82,2|23,1241,,
1242,,,1242,89.81,1
1243,,,1243,,
1244,,,1244,89.81,6
1245,89.81,1,1245,,
1246,,,1246,,
1247,89.81,6,1247,,
1248,,,1248,84.34,9
1249,,,1249,,
1250,,,1250,84.34,6
1251,84.34,9,1251,,
1252,,,1252,,
1253,84.34,6,1253,,
1254,,,1254,84.34,3
1255,,,1255,84.34,6
1256,,,1256,,
1257,84.34,3,1257,84.34|89.21|89.81|96.71|97.82,25|48|2|5|1
1258,84.34,6,1258,97.82|98.6|98.86|99.4|99.72,48|9|10|4|19
1259,,,1259,99.72,52
1260,84.34|89.21|89.81|96.71|97.82,25|48|2|5|1,1260,,
1261,97.82|98.6|98.86|99.4|99.72,48|9|10|4|19,1261,94.72|99.72|100.06,53|3|29
1262,99.72,52,1262,,
1263,,,1263,,
1264,94.72|99.72|100.06,53|3|29,1264,82.83,1
1265,,,1265,100.06,8
1266,,,1266,,
1267,82.83,1,1267,,
1268,100.06,8,1268,,
1269,,,1269,,
1270,,,1270,,
1271,,,1271,,
1272,,,1272,,
1273,,,1273,,
1274,,,1274,92.9|100.06|100.52|100.84,7|38|14|39
1275,,,1275,,
1276,,,1276,,
1277,92.9|100.06|100.52|100.84,7|38|14|39,1277,92.96,1
1278,,,1278,,
1279,,,1279,,
1280,92.96,1,1280,,
1281,,,1281,,
1282,,,1282,,
1283,,,1283,,
1284,,,1284,,
1285,,,1285,,
1286,,,1286,92.96,8
1287,,,1287,,
1288,,,1288,,
1289,92.96,8,1289,,
1290,,,1290,89.13,3
1291,,,1291,89.13,34
1292,,,1292,,
1293,89.13,3,1293,89.13,43
1294,89.13,34,1294,89.13|91.55|91.95,18|10|1
1295,,,1295,,
1296,89.13,43,1296,,
1297,89.13|91.55|91.95,18|10|1,1297,89.04,3
1298,,,1298,,
1299,,,1299,92.96|94.2|96.31|96.69,1|54|4|37
1300,89.04,3,1300,96.69|97.12,63|37
1301,,,1301,,
1302,92.96|94.2|96.31|96.69,1|54|4|37,1302,97.12|98.3|98.63|98.69|100.84|102.47|103.19|103.3,6|10|3|8|17|8|2|32
1303,96.69|97.12,63|37,1303,,
1304,,,1304,103.3,23
1305,97.12|98.3|98.63|98.69|100.84|102.4|102.47|103.19|103.3,6|10|3|8|17|3|8|2|29,1305,,
1306,,,1306,,
1307,103.3,23,1307,,
1308,,,1308,,
1309,,,1309,,
1310,,,1310,101.32,2
1311,,,1311,,
1312,,,1312,101.32,7
1313,101.32,2,1313,,
1314,,,1314,,
1315,101.32,7,1315,,
1316,,,1316,,
1317,,,1317,,
1318,,,1318,,
1319,,,1319,,
1320,,,1320,,
1321,,,1321,,
1322,,,1322,,
1323,,,1323,94.47,10
1324,,,1324,94.47,6
1325,,,1325,94.47|100.34,3|4
1326,94.47,10,1326,,
1327,94.47,6,1327,,
1328,94.47|100.34,3|4,1328,100.34,5
1329,,,1329,100.34,8
1330,,,1330,,
1331,100.34,5,1331,,
1332,100.34,8,1332,,
1333,,,1333,,
1334,,,1334,97.18|98.36|100.34,3|3|3
1335,,,1335,100.34,3
1336,,,1336,,
1337,97.18|98.36|100.34,3|3|3,1337,,
1338,100.34,3,1338,,
1339,,,1339,,
1340,,,1340,83.39|99.9|100.34|101.66,2|6|62|26
1341,,,1341,101.66,6
1342,,,1342,,
1343,83.39|99.9|100.34|101.66,2|6|62|26,1343,,
1344,101.66,6,1344,,
1345,,,1345,,
1346,,,1346,98.88|101.66,9|29
1347,,,1347,,
1348,,,1348,,
1349,98.88|101.66,9|29,1349,,
1350,,,1350,,
1351,,,1351,,
1352,,,1352,94.84|96.35|96.44,5|16|1
1353,,,1353,,
1354,,,1354,,
1355,94.84|96.35|96.44,5|16|1,1355,87.08,74
1356,,,1356,,
1357,,,1357,87.08|100.21,6|62
1358,100.21,68,1358,,
1359,,,1359,,
1360,,,1360,,
1361,,,1361,75.31,9
1362,98.45,9,1362,,
1363,,,1363,75.31|98.45|99.22|100.21,3|13|4|22
1364,98.45|99.22,4|4,1364,,
1365,100.21,16,1365,,
1366,,,1366,,
1367,,,1367,,
1368,,,1368,,
1369,,,1369,,
1370,,,1370,,
1371,,,1371,90.46,46
1372,90.46,46,1372,90.46,9
1373,90.46,9,1373,,
1374,,,1374,92.52,3
1375,92.52,3,1375,,
1376,,,1376,98.75|100.74,5|4
1377,,,1377,,
1378,98.75|100.74,5|4,1378,,
1379,,,1379,,
1380,,,1380,,
1381,,,1381,,
1382,,,1382,100.74|101.66|101.82,1|5|2
1383,100.74|101.66|101.82,1|5|2,1383,,
1384,,,1384,,
1385,,,1385,,
1386,,,1386,,
1387,,,1387,,
1388,,,1388,98.26|101.82|102.09,36|7|30
1389,98.26|101.82|102.09,36|7|30,1389,,
1390,,,1390,102.09,20
1391,102.09,20,1391,,
1392,,,1392,,
1393,,,1393,,
1394,,,1394,,
1395,,,1395,87.6,8
1396,87.6,8,1396,,
1397,,,1397,,
1398,,,1398,,
1399,,,1399,87.6,22
1400,87.6,22,1400,,
1401,,,1401,87.6,1
1402,87.6,1,1402,,
1403,,,1403,,
1404,,,1404,87.6|90.04|90.77|91.13|100.42,57|8|3|1|14
1405,87.6,4,1405,100.42,4
1406,87.6,9,1406,,
1407,,,1407,,
1408,,,1408,,
1409,,,1409,73.77,12
1410,,,1410,,
1411,,,1411,,
1412,,,1412,,
1413,73.77,12,1413,89.22|90.64|98.02,3|8|1
1414,87.6|89.22|90.04|90.64,44|3|8|3,1414,,
1415,,,1415,98.02,58
1416,90.64,2,1416,98.02|98.19,1|1
1417,,,1417,,
1418,,,1418,,
1419,,,1419,,
1420,89.44|90.64|90.77|91.13|95.45,9|3|3|1|43,1420,89.44|95.45,9|50
1421,,,1421,,
1422,,,1422,,
1423,,,1423,,
1424,,,1424,,
1425,,,1425,,
1426,,,1426,,
1427,95.45,31,1427,95.45,31
1428,,,1428,,
1429,,,1429,,
1430,94.51|95.45|96.49,7|26|37,1430,94.51|95.45|96.49,7|19|44
1431,,,1431,,
1432,,,1432,,
1433,,,1433,,
1434,,,1434,,
1435,88.95,6,1435,88.95,6
1436,,,1436,,
1437,88.95,9,1437,88.95,9
1438,88.95,24,1438,88.95,24
1439,88.95,22,1439,88.95|96.49|100.42,22|24|25
1440,96.49|98.02,31|40,1440,,
1441,,,1441,,
1442,,,1442,,
1443,,,1443,,
1444,90.69,1,1444,90.69,1
1445,,,1445,,
1446,90.69|98.02|98.19,6|20|1,1446,90.69,6
1447,100.42|100.61|100.7,56|10|9,1447,100.42|100.61|100.7|102.09|102.31,13|10|10|9|33
1448,100.7|102.09|102.31,1|9|8,1448,102.31|102.79,10|8
1449,,,1449,,
1450,,,1450,,
1451,102.31,7,1451,102.99,7
1452,,,1452,,
1453,,,1453,,
1454,90.15|90.96,10|53,1454,90.15|90.96,10|53
1455,102.31|102.79|102.99|103.13,28|8|47|12,1455,102.99|103.13|103.3|103.46,40|30|20|5
1456,,,1456,,
1457,,,1457,,
1458,,,1458,,
1459,,,1459,,
1460,,,1460,,
1461,,,1461,,
1462,,,1462,,
1463,97.35,2,1463,97.35,2
1464,,,1464,,
1465,,,1465,,
1466,,,1466,,
1467,101.54,25,1467,101.54,25
1468,,,1468,,
1469,,,1469,,
1470,101.54|102.51,35|16,1470,101.54|102.51,35|16
1471,102.51|103.13|103.3,28|18|19,1471,102.51,2
1472,103.3,2,1472,,
1473,,,1473,95.01,65
1474,,,1474,,
1475,95.01,3,1475,95.01,3
1476,,,1476,,
1477,95.01,9,1477,,
1478,,,1478,95.01,9
1479,95.01|103.3|103.46,78|2|5,1479,95.01|102.51|103.46|103.48|103.59|103.74,13|26|3|1|3|39
1480,,,1480,,
1481,,,1481,,
1482,,,1482,,
1483,,,1483,,
1484,74.86,19,1484,74.86,19
1485,74.86,10,1485,74.86,10
1486,,,1486,,
1487,,,1487,,
1488,,,1488,,
1489,,,1489,,
1490,74.86|84.89|86.09,33|2|16,1490,74.86|84.89|86.09,33|2|16
1491,91.67,5,1491,91.67,5
1492,,,1492,,
1493,,,1493,,
1494,87.66|91.67|96.29|96.49|98.98,9|3|8|23|7,1494,87.66|91.67|96.29|96.49|98.98,9|3|8|23|7
1495,,,1495,,
1496,,,1496,,
1497,,,1497,,
1498,,,1498,,
1499,,,1499,,
1500,,,1500,,
1501,,,1501,,
1502,99.62|99.69|102.53|103.46|103.48|103.59|103.74,5|4|28|3|1|3|18,1502,99.62|99.69|102.53|103.74,5|4|28|25
1503,,,1503,,
1504,,,1504,,
1505,,,1505,,
1506,,,1506,,
1507,,,1507,,
1508,,,1508,,
1509,,,1509,,
1510,,,1510,,
1511,,,1511,,
1512,,,1512,,
1513,91.58,10,1513,91.58,10
1514,,,1514,,
1515,,,1515,,
1516,87.16,33,1516,87.16,33
1517,,,1517,,
1518,87.16|91.58,33|32,1518,87.16|91.58,33|32
1519,,,1519,,
1520,,,1520,,
1521,91.58,30,1521,91.58,30
1522,,,1522,,
1523,,,1523,,
1524,87.98,4,1524,87.98,4
1525,91.58|92.03,27|18,1525,91.58|92.03,27|18
1526,,,1526,,
1527,92.03,9,1527,92.03,9
1528,,,1528,,
1529,,,1529,,
1530,92.03|92.35|93.93|94.56,48|14|1|2,1530,92.03|92.35|93.93|94.56,48|14|1|2
1531,98.18|99.6|102.16|102.46|103.74,6|3|57|6|15,1531,98.18|99.6|102.16|102.46|103.74|103.75,6|3|57|6|9|6
1532,,,1532,,
1533,,,1533,,
1534,,,1534,,
1535,,,1535,,
1536,,,1536,,
1537,,,1537,74.92|85.66,2|31
1538,74.92|85.66,2|31,1538,,
1539,,,1539,,
1540,,,1540,85.66,1
1541,85.66,1,1541,,
1542,,,1542,,
1543,,,1543,,
1544,,,1544,,
1545,,,1545,,
1546,,,1546,,
1547,,,1547,,
1548,85.66,24,1548,85.66,24
1549,85.66,22,1549,85.66,22
1550,85.66,2,1550,85.66,2
1551,85.66,4,1551,85.66,4
1552,85.66,6,1552,85.66,6
1553,85.66,2,1553,85.66,2
1554,85.66|85.98|87.86,1|67|6,1554,85.66|85.98|87.86,1|67|6
1555,,,1555,,
1556,,,1556,,
1557,,,1557,,
1558,87.33,22,1558,87.33,22
1559,,,1559,,
1560,,,1560,,
1561,87.33|92.43,27|30,1561,87.33|92.43,27|30
1562,92.43|95.78|98.23|98.55|100.34|100.38,5|3|41|8|26|10,1562,92.43|95.78|98.23|98.55|100.34|100.38,5|3|41|8|26|10
1563,,,1563,,
1564,,,1564,,
1565,,,1565,,
1566,,,1566,,
1567,,,1567,,
1568,,,1568,,
1569,,,1569,,
1570,,,1570,,
1571,99.96,10,1571,99.96,10
1572,,,1572,,
1573,,,1573,,
1574,,,1574,,
1575,93.12|99.96,3|3,1575,93.12|99.96,3|3
1576,,,1576,,
1577,,,1577,,
1578,,,1578,,
1579,,,1579,,
1580,,,1580,,
1581,,,1581,,
1582,93.52,30,1582,93.52,30
1583,99.96,2,1583,99.96,2
1584,,,1584,,
1585,,,1585,,
1586,,,1586,,
1587,,,1587,,
1588,,,1588,,
1589,,,1589,,
1590,99.7|99.96,6|23,1590,99.7|99.96,6|23
1591,99.96,5,1591,99.96,5
1592,,,1592,,
1593,,,1593,,
1594,,,1594,,
1595,,,1595,,
1596,99.1,3,1596,99.1,3
1597,99.81,5,1597,99.81,5
1598,99.81,33,1598,99.81,33
1599,,,1599,,
1600,,,1600,,
1601,95.32,12,1601,95.32,12
1602,,,1602,,
1603,85.65|95.32,1|27,1603,85.65|95.32,1|27
1604,,,1604,95.32,3
1605,95.32,3,1605,,
1606,,,1606,,
1607,95.32,1,1607,95.32,1
1608,95.32,6,1608,95.32,6
1609,,,1609,,
1610,95.32|98.05|99.81|99.96,3|10|53|13,1610,95.32|98.05|99.81|99.96,3|10|53|13
1611,,,1611,,
1612,,,1612,,
1613,86.84,8,1613,86.84,8
1614,,,1614,,
1615,,,1615,,
1616,,,1616,,
1617,,,1617,,
1618,84.19,6,1618,84.19,6
1619,,,1619,,
1620,,,1620,,
1621,84.19,1,1621,84.19,1
1622,,,1622,,
1623,84.19|94.12,3|3,1623,84.19|94.12,3|3
1624,94.12,6,1624,94.12,6
1625,94.12,5,1625,94.12,5
1626,94.12|94.31,19|20,1626,94.12|94.31,19|20
1627,,,1627,,
1628,,,1628,,
1629,94.31,6,1629,94.31,6
1630,94.31,3,1630,94.31,3
1631,,,1631,,
1632,,,1632,,
1633,,,1633,,
1634,,,1634,,
1635,,,1635,,
1636,,,1636,,
1637,,,1637,,
1638,92.31|94.31,1|1,1638,92.31|94.31,1|1
1639,,,1639,,
1640,86.77|94.31,3|33,1640,86.77|94.31,3|33
1641,,,1641,,
1642,,,1642,,
1643,,,1643,,
1644,,,1644,,
1645,90.37,3,1645,90.37,3
1646,94.31,2,1646,94.31,2
1647,,,1647,,
1648,,,1648,,
1649,,,1649,,
1650,,,1650,,
1651,94.07|94.31,4|8,1651,94.07|94.31,4|8
1652,,,1652,,
1653,,,1653,,
1654,94.31,1,1654,94.31,1
1655,94.31,7,1655,94.31,7
1656,,,1656,,
1657,,,1657,95.3,9
1658,95.3,9,1658,95.3|95.42,1|26
1659,95.3|95.42,1|26,1659,,
1660,,,1660,,
1661,,,1661,95.42,1
1662,95.42,1,1662,95.42,3
1663,,,1663,,
1664,95.42,3,1664,,
1665,,,1665,,
1666,,,1666,95.42|97.13|98.16,48|3|27
1667,95.42|98.16,48|30,1667,,
1668,,,1668,,
1669,,,1669,98.16,2
1670,97.13,2,1670,98.16,6
1671,97.13|98.16,1|5,1671,98.16|98.93|99.02|99.22,42|5|9|16
1672,98.16|98.93|99.02|99.22,42|5|9|16,1672,,
1673,,,1673,99.22,4
1674,99.22,4,1674,,
1675,,,1675,,
1676,,,1676,,
1677,,,1677,,
1678,,,1678,,
1679,,,1679,,
1680,96.8,7,1680,96.8,9
1681,96.8,9,1681,96.8,7
1682,,,1682,,
1683,,,1683,,
1684,95.62,8,1684,95.62,8
1685,,,1685,,
1686,,,1686,,
1687,,,1687,,
1688,,,1688,,
1689,92.25|95.62,39|46,1689,92.25|95.62,39|46
1690,,,1690,,
1691,,,1691,,
1692,95.62,6,1692,95.62,6
1693,,,1693,,
1694,95.62|96.8|98.77|99.22,23|38|6|2,1694,95.62|96.8|98.77|99.22,23|38|6|2
1695,,,1695,,
1696,,,1696,,
1697,,,1697,,
1698,83.84|95.61|99.22,56|7|3,1698,83.84|95.61|99.22,56|7|3
1699,,,1699,,
1700,,,1700,,
1701,,,1701,,
1702,92.13,1,1702,92.13,1
1703,99.22|99.46,5|4,1703,99.22|99.46,5|4
1704,99.46,9,1704,99.46,9
1705,,,1705,,
1706,99.46|99.96,34|11,1706,99.46|99.96,34|11
1707,,,1707,,
1708,99.96,6,1708,99.96,6
1709,,,1709,,
1710,,,1710,,
1711,,,1711,,
1712,,,1712,,
1713,,,1713,,
1714,,,1714,,
1715,,,1715,,
1716,99.96|100.37|100.38,2|1|47,1716,99.96|100.37|100.38,2|1|47
1717,,,1717,,
1718,,,1718,,
1719,,,1719,,
1720,,,1720,,
1721,,,1721,,
1722,,,1722,,
1723,,,1723,,
1724,,,1724,,
1725,,,1725,,
1726,92.75,8,1726,92.75,8
1727,,,1727,,
1728,,,1728,,
1729,92.75,3,1729,92.75,3
1730,92.75|98.58|99.5,41|1|48,1730,92.75|98.58|99.5,41|1|48
1731,99.5|100.38,25|9,1731,99.5|100.38,25|9
1732,,,1732,,
1733,,,1733,100.38,3
1734,100.38,3,1734,,
1735,,,1735,,
1736,,,1736,,
1737,,,1737,,
1738,99.05,2,1738,99.05,2
1739,100.38|100.64|100.71|100.85|100.96|101.91|101.95|102.27,11|36|2|3|31|3|1|5,1739,100.38|100.64|100.71|100.85|100.96|101.91|101.95|102.27,11|36|2|3|31|3|1|5
1740,,,1740,,
1741,,,1741,,
1742,,,1742,,
1743,,,1743,,
1744,,,1744,,
1745,93.08,27,1745,93.08,27
1746,102.27|102.27,5|5,1746,102.27|102.27,5|5
1747,,,1747,,
1748,,,1748,,
1749,84.71,18,1749,84.71,18
1750,,,1750,,
1751,,,1751,,
1752,84.71|88.86,12|47,1752,84.71|88.86,12|47
1753,,,1753,,
1754,,,1754,,
1755,,,1755,,
1756,,,1756,,
1757,88.86|94.13,9|7,1757,88.86|94.13,9|7
1758,,,1758,,
1759,,,1759,92.98|94.13,6|4
1760,92.98|94.13,6|4,1760,94.13,9
1761,94.13,9,1761,,
1762,,,1762,,
1763,94.13|94.22|97.48|99.34|100.62,11|3|5|47|27,1763,94.13|94.22|97.48|99.34|100.62,11|3|5|47|27
1764,,,1764,,
1765,,,1765,,
1766,,,1766,,
1767,,,1767,,
1768,93.52|100.62|102.27,4|29|14,1768,93.52,4
1769,,,1769,100.62|102.27,29|18
1770,102.27,8,1770,102.27,8
1771,,,1771,,
1772,,,1772,,
1773,,,1773,,
1774,,,1774,,
1775,,,1775,,
1776,,,1776,,
1777,,,1777,,
1778,,,1778,,
1779,81.27|84.1|87.37,2|2|25,1779,81.27|84.1|87.37,2|2|25
1780,87.37|95.23,53|8,1780,87.37|95.23,53|8
1781,,,1781,,
1782,,,1782,,
1783,,,1783,,
1784,,,1784,,
1785,,,1785,,
1786,89.08,10,1786,89.08,10
1787,,,1787,,
1788,,,1788,,
1789,89.08,4,1789,89.08,4
1790,89.08,10,1790,89.08,10
1791,,,1791,89.08,2
1792,89.08,2,1792,,
1793,,,1793,,
1794,,,1794,,
1795,89.08|92.17,2|4,1795,89.08|92.17,2|4
1796,,,1796,,
1797,92.17|93.31,20|9,1797,92.17|93.31,20|9
1798,,,1798,,
1799,,,1799,,
1800,,,1800,,
1801,,,1801,,
1802,,,1802,,
1803,,,1803,,
1804,,,1804,,
1805,83.88|92.17|92.34|93.31,1|14|5|32,1805,83.88|92.17|92.34|93.31,1|14|5|32
1806,,,1806,,
1807,93.31|96.5,9|58,1807,93.31|96.5,9|58
1808,96.5,6,1808,96.5,6
1809,,,1809,,
1810,,,1810,,
1811,,,1811,,
1812,86.11|87.14,49|41,1812,86.11|87.14,49|41
1813,,,1813,,
1814,,,1814,,
1815,87.14,1,1815,87.14,1
1816,,,1816,,
1817,,,1817,,
1818,,,1818,,
1819,,,1819,,
1820,87.14,4,1820,87.14,4
1821,,,1821,,
1822,,,1822,,
1823,,,1823,,
1824,,,1824,,
1825,,,1825,,
1826,,,1826,,
1827,,,1827,,
1828,87.14,6,1828,87.14,6
1829,87.14,5,1829,87.14,5
1830,,,1830,,
1831,,,1831,,
1832,,,1832,,
1833,,,1833,,
1834,,,1834,,
1835,75.2,12,1835,75.2,12
1836,75.2|87.14|88.19|92,28|13|8|6,1836,75.2|87.14|88.19|92,28|13|8|6
1837,,,1837,,
1838,,,1838,,
1839,92,5,1839,92,5
1840,,,1840,,
1841,,,1841,,
1842,,,1842,,
1843,,,1843,,
1844,,,1844,,
1845,,,1845,,
1846,92|92.48,81|1,1846,92|92.48,81|1
1847,92.48,2,1847,92.48,2
1848,92.73,8,1848,92.73,8
1849,93.56|93.94,3|4,1849,93.56|93.94,3|4
1850,,,1850,,
1851,,,1851,,
1852,93.94,2,1852,93.94,2
1853,93.94|94.56,3|13,1853,93.94|94.56,3|13
1854,94.56,13,1854,94.56,13
1855,94.56|94.84|96.5|97.44|97.53,17|20|16|6|41,1855,,
1856,,,1856,,
1857,,,1857,94.56|94.84|96.45|96.5|97.44|97.53,17|20|3|16|6|38
1858,,,1858,,
1859,95.13|96.45|97.53,1|3|6,1859,95.13|97.53,1|9
1860,,,1860,,
1861,,,1861,95.23,6
1862,95.23,6,1862,,
1863,97.53,6,1863,97.53,6
1864,97.53|97.59,38|7,1864,97.53|97.59,38|7
1865,,,1865,,
1866,93.16,4,1866,93.16,4
1867,,,1867,,
1868,,,1868,,
1869,,,1869,,
1870,,,1870,,
1871,,,1871,,
1872,,,1872,,
1873,,,1873,,
